Review,Answer
I  think  this  was  a  very  good  course  -  and  would  highly  recommend  it  for  students  interested  in  learning  about  drug  discovery  and  the  pharmaceutical  industry  .,Satisfied
I  think  this  was  a  very  good  course  -  and  would  highly  recommend  it  for  students  interested  in  learning  about  drug  discovery  and  the  pharmaceutical  industry  .,Satisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Satisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Satisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Satisfied
Take  this  course  .  Hands  down  .  Do  n't  worry  too  much  if  you  have  absolutely  no  experience  in  COS  !,Satisfied
Take  this  course  .  Hands  down  .  Do  n't  worry  too  much  if  you  have  absolutely  no  experience  in  COS  !,Satisfied
Take  this  course  .  Hands  down  .  Do  n't  worry  too  much  if  you  have  absolutely  no  experience  in  COS  !,Satisfied
I  would  advise  students  to  brush  up  on  their  differential  equations  and  to  participate  as  much  as  possible  .,Neither Satisfied Nor Dissatisfied
I  would  advise  students  to  brush  up  on  their  differential  equations  and  to  participate  as  much  as  possible  .,Neither Satisfied Nor Dissatisfied
I  would  advise  students  to  brush  up  on  their  differential  equations  and  to  participate  as  much  as  possible  .,Neither Satisfied Nor Dissatisfied
Probably  one  of  my  favorite  courses  at  Princeton,Satisfied
Probably  one  of  my  favorite  courses  at  Princeton,Satisfied
Probably  one  of  my  favorite  courses  at  Princeton,Satisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Neither Satisfied Nor Dissatisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Satisfied
Anyone  interested  in  disease  should  absolutely  take  this  class  .,Satisfied
Take  this  course  .  I  'm  ___  and  I  throughly  enjoyed  it  .,Satisfied
Take  this  course  .  I  'm  ___  and  I  throughly  enjoyed  it  .,Satisfied
Take  this  course  .  I  'm  ___  and  I  throughly  enjoyed  it  .,Satisfied
Anyone  interested  in  practical  or  theoretical  computer  science  should  definitely  take  this  course  .  I  would  also  recommend  this  to  any  other  analytical  individual  who  has  a  slightly  more  philosophical  side  .,Neither Satisfied Nor Dissatisfied
Anyone  interested  in  practical  or  theoretical  computer  science  should  definitely  take  this  course  .  I  would  also  recommend  this  to  any  other  analytical  individual  who  has  a  slightly  more  philosophical  side  .,Satisfied
Anyone  interested  in  practical  or  theoretical  computer  science  should  definitely  take  this  course  .  I  would  also  recommend  this  to  any  other  analytical  individual  who  has  a  slightly  more  philosophical  side  .,Satisfied
Prof.  Clark  is  awesome  awesome  awesome,Satisfied
Prof.  Clark  is  awesome  awesome  awesome,Satisfied
Prof.  Clark  is  awesome  awesome  awesome,Satisfied
I  would  advise  students  to  take  this  course  but  be  willing  to  put  a  lot  of  time  into  it  .,Satisfied
I  would  advise  students  to  take  this  course  but  be  willing  to  put  a  lot  of  time  into  it  .,Satisfied
I  would  advise  students  to  take  this  course  but  be  willing  to  put  a  lot  of  time  into  it  .,Satisfied
Prof.  Reider  's  stories  are  amazing  and  he  has  great  guest  lecturers  throughout  the  semester  .  If  you  have  any  interest  in  medicine  or  drug  discovery  -  I  highly  recommend  taking  this  class  !,Satisfied
Prof.  Reider  's  stories  are  amazing  and  he  has  great  guest  lecturers  throughout  the  semester  .  If  you  have  any  interest  in  medicine  or  drug  discovery  -  I  highly  recommend  taking  this  class  !,Satisfied
Prof.  Reider  's  stories  are  amazing  and  he  has  great  guest  lecturers  throughout  the  semester  .  If  you  have  any  interest  in  medicine  or  drug  discovery  -  I  highly  recommend  taking  this  class  !,Satisfied
As  long  as  ___  is  still  teaching  this  class  -  definitely  take  it  .  He  's  an  amazing  professor  .  Get  started  early  on  your  project  !  It  's  tons  of  work  but  very  rewarding  .,Satisfied
As  long  as  ___  is  still  teaching  this  class  -  definitely  take  it  .  He  's  an  amazing  professor  .  Get  started  early  on  your  project  !  It  's  tons  of  work  but  very  rewarding  .,Satisfied
As  long  as  ___  is  still  teaching  this  class  -  definitely  take  it  .  He  's  an  amazing  professor  .  Get  started  early  on  your  project  !  It  's  tons  of  work  but  very  rewarding  .,Satisfied
I  would  definitely  encourage  another  student  to  take  this  course  .  It  is  a  very  practical  class  .,Satisfied
I  would  definitely  encourage  another  student  to  take  this  course  .  It  is  a  very  practical  class  .,Satisfied
I  would  definitely  encourage  another  student  to  take  this  course  .  It  is  a  very  practical  class  .,Satisfied
Take  this  course  .  It  's  not  only  a  distribution  requirement  for  ___  -  but  will  remain  useful  throughout  your  life  in  the  21st  century  .,Satisfied
Take  this  course  .  It  's  not  only  a  distribution  requirement  for  ___  -  but  will  remain  useful  throughout  your  life  in  the  21st  century  .,Satisfied
Take  this  course  .  It  's  not  only  a  distribution  requirement  for  ___  -  but  will  remain  useful  throughout  your  life  in  the  21st  century  .,Satisfied
I  would  definitely  encourage  them  to  take  the  course  .  Even  if  you  are  not  a  computer  science  major  -  the  material  will  still  be  understandable  and  it  applies  to  so  many  different  fields  .,Satisfied
I  would  definitely  encourage  them  to  take  the  course  .  Even  if  you  are  not  a  computer  science  major  -  the  material  will  still  be  understandable  and  it  applies  to  so  many  different  fields  .,Satisfied
I  would  definitely  encourage  them  to  take  the  course  .  Even  if  you  are  not  a  computer  science  major  -  the  material  will  still  be  understandable  and  it  applies  to  so  many  different  fields  .,Satisfied
Take  this  course  .  It  will  teach  you  to  have  an  intuition  for  probability  -  which  is  so  much  more  valuable  than  just  having  to  plug  and  chug  integrals  .,Satisfied
Take  this  course  .  It  will  teach  you  to  have  an  intuition  for  probability  -  which  is  so  much  more  valuable  than  just  having  to  plug  and  chug  integrals  .,Satisfied
Take  this  course  .  It  will  teach  you  to  have  an  intuition  for  probability  -  which  is  so  much  more  valuable  than  just  having  to  plug  and  chug  integrals  .,Satisfied
Professor  Arnold  makes  materials  science  very  interesting  -  and  is  very  approachable  with  questions  and  feedback  as  well  .,Satisfied
Professor  Arnold  makes  materials  science  very  interesting  -  and  is  very  approachable  with  questions  and  feedback  as  well  .,Satisfied
Professor  Arnold  makes  materials  science  very  interesting  -  and  is  very  approachable  with  questions  and  feedback  as  well  .,Satisfied
Take  this  course  if  Ed  ___  is  teaching  .  Even  if  you  do  n't  think  you  're  interested  -  try  it  .  A  must  for  all  CS  majors  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  Ed  ___  is  teaching  .  Even  if  you  do  n't  think  you  're  interested  -  try  it  .  A  must  for  all  CS  majors  .,Satisfied
Take  this  course  if  Ed  ___  is  teaching  .  Even  if  you  do  n't  think  you  're  interested  -  try  it  .  A  must  for  all  CS  majors  .,Satisfied
I  would  definitely  recommend  this  class  as  I  found  it  very  interesting  and  worthwhile  .,Satisfied
I  would  definitely  recommend  this  class  as  I  found  it  very  interesting  and  worthwhile  .,Satisfied
I  would  definitely  recommend  this  class  as  I  found  it  very  interesting  and  worthwhile  .,Satisfied
Read  every  word  of  every  paper  -  and  make  sure  you  understand  the  rationale  behind  all  experiments  presented  .,Neither Satisfied Nor Dissatisfied
Read  every  word  of  every  paper  -  and  make  sure  you  understand  the  rationale  behind  all  experiments  presented  .,Neither Satisfied Nor Dissatisfied
Read  every  word  of  every  paper  -  and  make  sure  you  understand  the  rationale  behind  all  experiments  presented  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  you  're  a  COS  major  -  COS  certificate  person  -  or  think  it  would  be  interesting  .,Satisfied
Take  this  course  if  you  're  a  COS  major  -  COS  certificate  person  -  or  think  it  would  be  interesting  .,Satisfied
Take  this  course  if  you  're  a  COS  major  -  COS  certificate  person  -  or  think  it  would  be  interesting  .,Satisfied
I  would  definitely  recommend  this  course  .  Knowing  a  programming  language  has  many  uses  .  It  may  be  hard  -  but  struggle  through  it  .,Satisfied
I  would  definitely  recommend  this  course  .  Knowing  a  programming  language  has  many  uses  .  It  may  be  hard  -  but  struggle  through  it  .,Satisfied
I  would  definitely  recommend  this  course  .  Knowing  a  programming  language  has  many  uses  .  It  may  be  hard  -  but  struggle  through  it  .,Satisfied
Read  if  even  if  you  've  programmed  before  -  it  's  very  helpful  .,Satisfied
Read  if  even  if  you  've  programmed  before  -  it  's  very  helpful  .,Satisfied
Read  if  even  if  you  've  programmed  before  -  it  's  very  helpful  .,Satisfied
Take  this  course  if  you  're  an  engineer  or  you  're  REALLY  interested  in  programming  .  It  's  pretty  difficult  but  probably  worth  it  in  the  end  .,Satisfied
Take  this  course  if  you  're  an  engineer  or  you  're  REALLY  interested  in  programming  .  It  's  pretty  difficult  but  probably  worth  it  in  the  end  .,Satisfied
Take  this  course  if  you  're  an  engineer  or  you  're  REALLY  interested  in  programming  .  It  's  pretty  difficult  but  probably  worth  it  in  the  end  .,Satisfied
As  usually  -  start  assignments  early  and  work  on  them  daily  .  Your  grade  can  be  reduced  significantly  if  you  find  a  bug  the  day  before  and  are  unable  to  fix  it  .,Satisfied
As  usually  -  start  assignments  early  and  work  on  them  daily  .  Your  grade  can  be  reduced  significantly  if  you  find  a  bug  the  day  before  and  are  unable  to  fix  it  .,Neither Satisfied Nor Dissatisfied
As  usually  -  start  assignments  early  and  work  on  them  daily  .  Your  grade  can  be  reduced  significantly  if  you  find  a  bug  the  day  before  and  are  unable  to  fix  it  .,Neither Satisfied Nor Dissatisfied
Read  the  notes  before  class  so  that  you  can  keep  up  during  lecture  -  Dr.  ___  blazes  through  the  material  !,Neither Satisfied Nor Dissatisfied
Read  the  notes  before  class  so  that  you  can  keep  up  during  lecture  -  Dr.  ___  blazes  through  the  material  !,Neither Satisfied Nor Dissatisfied
Read  the  notes  before  class  so  that  you  can  keep  up  during  lecture  -  Dr.  ___  blazes  through  the  material  !,Neither Satisfied Nor Dissatisfied
I  would  definitely  recommend  this  course  if  you  're  at  all  interested  in  computer  science  .,Satisfied
I  would  definitely  recommend  this  course  if  you  're  at  all  interested  in  computer  science  .,Satisfied
I  would  definitely  recommend  this  course  if  you  're  at  all  interested  in  computer  science  .,Satisfied
Take  this  course  if  you  're  interested  .  By  the  end  of  it  you  will  understand  how  computers  work  on  a  much  more  powerful  level  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  you  're  interested  .  By  the  end  of  it  you  will  understand  how  computers  work  on  a  much  more  powerful  level  .,Satisfied
Take  this  course  if  you  're  interested  .  By  the  end  of  it  you  will  understand  how  computers  work  on  a  much  more  powerful  level  .,Satisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Read  the  paper  carefully  -  and  be  brave  to  say  your  ideas  loudly  .,Neither Satisfied Nor Dissatisfied
Read  the  paper  carefully  -  and  be  brave  to  say  your  ideas  loudly  .,Neither Satisfied Nor Dissatisfied
Read  the  paper  carefully  -  and  be  brave  to  say  your  ideas  loudly  .,Neither Satisfied Nor Dissatisfied
I  would  highly  recommend  taking  this  course  .,Satisfied
I  would  highly  recommend  taking  this  course  .,Satisfied
I  would  highly  recommend  taking  this  course  .,Satisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Ask  a  lot  of  questions  during  lecture  so  the  professors  get  to  know  who  you  are  .,Neither Satisfied Nor Dissatisfied
Read  the  textbook  as  much  as  you  can  and  get  ahead  .  At  least  stay  on  top  of  things  .,Neither Satisfied Nor Dissatisfied
Read  the  textbook  as  much  as  you  can  and  get  ahead  .  At  least  stay  on  top  of  things  .,Neither Satisfied Nor Dissatisfied
Read  the  textbook  as  much  as  you  can  and  get  ahead  .  At  least  stay  on  top  of  things  .,Neither Satisfied Nor Dissatisfied
I  would  highly  recommend  this  course  .  Great  lecture  -  interesting  material,Satisfied
I  would  highly  recommend  this  course  .  Great  lecture  -  interesting  material,Satisfied
I  would  highly  recommend  this  course  .  Great  lecture  -  interesting  material,Satisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Satisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Neither Satisfied Nor Dissatisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Satisfied
I  would  recommend  getting  a  good  preceptor  -  and  reading  the  book  before  lecture  .,Neither Satisfied Nor Dissatisfied
I  would  recommend  getting  a  good  preceptor  -  and  reading  the  book  before  lecture  .,Neither Satisfied Nor Dissatisfied
I  would  recommend  getting  a  good  preceptor  -  and  reading  the  book  before  lecture  .,Satisfied
Take  this  course  if  you  're  interested  in  computer  science  beyond  the  introductory  lab  .,Satisfied
Take  this  course  if  you  're  interested  in  computer  science  beyond  the  introductory  lab  .,Satisfied
Take  this  course  if  you  're  interested  in  computer  science  beyond  the  introductory  lab  .,Satisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Satisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Satisfied
Really  easy  course  .  It  is  n't  that  interesting  -  but  Mahmoud  is  a  really  awesome  guy  if  you  get  to  know  him  .,Satisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Attend  classes  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  you  're  serious  about  science  and  are  willing  to  put  in  close  to  40  hours  a  week  of  work  .,Satisfied
Take  this  course  if  you  're  serious  about  science  and  are  willing  to  put  in  close  to  40  hours  a  week  of  work  .,Satisfied
Take  this  course  if  you  're  serious  about  science  and  are  willing  to  put  in  close  to  40  hours  a  week  of  work  .,Satisfied
I  would  recommend  it  -  particularly  if  you  are  an  experimentalist  .,Satisfied
I  would  recommend  it  -  particularly  if  you  are  an  experimentalist  .,Satisfied
I  would  recommend  it  -  particularly  if  you  are  an  experimentalist  .,Satisfied
Attend  lecture  .  (  And  try  not  to  fall  asleep  b/c  lecture  is  long  -  but  you  'll  miss  explanations  )  .  If  you  do  fall  asleep  during  lecture  -  watch  the  online  lectures  .,Dissatisfied
Attend  lecture  .  (  And  try  not  to  fall  asleep  b/c  lecture  is  long  -  but  you  'll  miss  explanations  )  .  If  you  do  fall  asleep  during  lecture  -  watch  the  online  lectures  .,Neither Satisfied Nor Dissatisfied
Attend  lecture  .  (  And  try  not  to  fall  asleep  b/c  lecture  is  long  -  but  you  'll  miss  explanations  )  .  If  you  do  fall  asleep  during  lecture  -  watch  the  online  lectures  .,Neither Satisfied Nor Dissatisfied
I  would  recommend  just  seeking  help  when  you  need  it  .  There  are  a  lot  of  good  resources  that  make  the  class  very  manageable  .,Satisfied
I  would  recommend  just  seeking  help  when  you  need  it  .  There  are  a  lot  of  good  resources  that  make  the  class  very  manageable  .,Satisfied
I  would  recommend  just  seeking  help  when  you  need  it  .  There  are  a  lot  of  good  resources  that  make  the  class  very  manageable  .,Satisfied
Take  this  course  if  you  are  truly  willing  to  learn  a  new  approach  to  science  .  Do  n't  take  this  course  if  you  want  to  have  a  lot  of  extra  time  .,Satisfied
Take  this  course  if  you  are  truly  willing  to  learn  a  new  approach  to  science  .  Do  n't  take  this  course  if  you  want  to  have  a  lot  of  extra  time  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  you  are  truly  willing  to  learn  a  new  approach  to  science  .  Do  n't  take  this  course  if  you  want  to  have  a  lot  of  extra  time  .,Satisfied
Attend  office  hours  regularly  .  Otherwise  -  the  class  can  be  almost  prohibitively  difficult  .,Dissatisfied
Attend  office  hours  regularly  .  Otherwise  -  the  class  can  be  almost  prohibitively  difficult  .,Dissatisfied
Attend  office  hours  regularly  .  Otherwise  -  the  class  can  be  almost  prohibitively  difficult  .,Neither Satisfied Nor Dissatisfied
I  would  recommend  the  course  .,Satisfied
I  would  recommend  the  course  .,Satisfied
I  would  recommend  the  course  .,Satisfied
Take  this  course  if  you  enjoyed  ___  .  It  's  much  more  work  -  and  it  may  take  up  the  majority  of  your  workload  -  but  it  's  so  worth  it  .,Satisfied
Take  this  course  if  you  enjoyed  ___  .  It  's  much  more  work  -  and  it  may  take  up  the  majority  of  your  workload  -  but  it  's  so  worth  it  .,Satisfied
Take  this  course  if  you  enjoyed  ___  .  It  's  much  more  work  -  and  it  may  take  up  the  majority  of  your  workload  -  but  it  's  so  worth  it  .,Satisfied
I  would  recommend  the  course  and  a  strong  genetics  background  helps  significantly  .,Satisfied
I  would  recommend  the  course  and  a  strong  genetics  background  helps  significantly  .,Satisfied
I  would  recommend  the  course  and  a  strong  genetics  background  helps  significantly  .,Satisfied
Awesome,Satisfied
Awesome,Satisfied
Awesome,Satisfied
Really  good  course  -  but  rather  hard  .  I  liked  COS  217  better  .,Neither Satisfied Nor Dissatisfied
Really  good  course  -  but  rather  hard  .  I  liked  COS  217  better  .,Satisfied
Really  good  course  -  but  rather  hard  .  I  liked  COS  217  better  .,Neither Satisfied Nor Dissatisfied
Take  this  course  if  you  like  math  and  understand  calculus  .,Satisfied
Take  this  course  if  you  like  math  and  understand  calculus  .,Satisfied
Take  this  course  if  you  like  math  and  understand  calculus  .,Satisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Satisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Satisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Satisfied
Really  good/fairly  easy  ST  Lectures  are  also  pretty  interesting  -  the  lecturers  know  their  audience  is  mostly  humanities/social  sciences  ...,Satisfied
Really  good/fairly  easy  ST  Lectures  are  also  pretty  interesting  -  the  lecturers  know  their  audience  is  mostly  humanities/social  sciences  ...,Satisfied
Really  good/fairly  easy  ST  Lectures  are  also  pretty  interesting  -  the  lecturers  know  their  audience  is  mostly  humanities/social  sciences  ...,Satisfied
Awesome  class  -  would  definitely  recommend  it  !  Workload  is  not  as  bad  as  some  people  say  .,Satisfied
Awesome  class  -  would  definitely  recommend  it  !  Workload  is  not  as  bad  as  some  people  say  .,Satisfied
Awesome  class  -  would  definitely  recommend  it  !  Workload  is  not  as  bad  as  some  people  say  .,Satisfied
TAKE  THIS  COURSE  If  you  want  a  good  ST  that  's  not  too  fluffy  but  not  too  hard  -  this  is  the  course  for  you  .  The  professors  -  ___  -  and  labs  are  all  fantastic  .,Satisfied
TAKE  THIS  COURSE  If  you  want  a  good  ST  that  's  not  too  fluffy  but  not  too  hard  -  this  is  the  course  for  you  .  The  professors  -  ___  -  and  labs  are  all  fantastic  .,Satisfied
TAKE  THIS  COURSE  If  you  want  a  good  ST  that  's  not  too  fluffy  but  not  too  hard  -  this  is  the  course  for  you  .  The  professors  -  ___  -  and  labs  are  all  fantastic  .,Satisfied
Really  great  course  !  Takes  steps  beyond  neuro  classes  and  more  interesting  and  applicable  than  ___  311  .  Professor  ___  is  an  awesome  lecturer  .,Satisfied
Really  great  course  !  Takes  steps  beyond  neuro  classes  and  more  interesting  and  applicable  than  ___  311  .  Professor  ___  is  an  awesome  lecturer  .,Satisfied
Really  great  course  !  Takes  steps  beyond  neuro  classes  and  more  interesting  and  applicable  than  ___  311  .  Professor  ___  is  an  awesome  lecturer  .,Satisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Satisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Neither Satisfied Nor Dissatisfied
I  would  recommend  this  course  -  but  be  prepared  to  work  a  lot  for  the  final  presentation  and  be  sure  to  pick  your  group  members  wisely  .,Satisfied
Awesome  course  !  Highly  recommended  even  if  you  have  no  interest  in  pursing  COS  (  or  you  might  even  find  you  do  !  ),Satisfied
Awesome  course  !  Highly  recommended  even  if  you  have  no  interest  in  pursing  COS  (  or  you  might  even  find  you  do  !  ),Satisfied
Awesome  course  !  Highly  recommended  even  if  you  have  no  interest  in  pursing  COS  (  or  you  might  even  find  you  do  !  ),Satisfied
Take  this  course  if  you  want  to  break  out  of  the  mold  and  be  creative  with  programming  .,Satisfied
Take  this  course  if  you  want  to  break  out  of  the  mold  and  be  creative  with  programming  .,Satisfied
Take  this  course  if  you  want  to  break  out  of  the  mold  and  be  creative  with  programming  .,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
Really  great  survey  of  all  sorts  of  issues  in  security  .  Professor  ___  really  knows  his  stuff  and  has  tons  of  real  world  stories  from  his  work  at  the  FTC  to  regale  you  with  .,Satisfied
Really  great  survey  of  all  sorts  of  issues  in  security  .  Professor  ___  really  knows  his  stuff  and  has  tons  of  real  world  stories  from  his  work  at  the  FTC  to  regale  you  with  .,Satisfied
Really  great  survey  of  all  sorts  of  issues  in  security  .  Professor  ___  really  knows  his  stuff  and  has  tons  of  real  world  stories  from  his  work  at  the  FTC  to  regale  you  with  .,Satisfied
Awesome  course  .  Prof  ___  is  great  .,Satisfied
Awesome  course  .  Prof  ___  is  great  .,Satisfied
Awesome  course  .  Prof  ___  is  great  .,Satisfied
Take  this  course  if  your  interested  in  information/cyber  security  .,Satisfied
Take  this  course  if  your  interested  in  information/cyber  security  .,Satisfied
Take  this  course  if  your  interested  in  information/cyber  security  .,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
I  would  recommend  this  course  for  anyone  interested  in  the  science  aspect  of  public  health  .  Take  advantage  of  opportunities  to  participate  during  lectures,Satisfied
Recognize  that  it  will  come  to  dominate  your  life  .,Neither Satisfied Nor Dissatisfied
Recognize  that  it  will  come  to  dominate  your  life  .,Neither Satisfied Nor Dissatisfied
Recognize  that  it  will  come  to  dominate  your  life  .,Dissatisfied
Awesome  course  if  you  get  ___  as  a  preceptor,Satisfied
Awesome  course  if  you  get  ___  as  a  preceptor,Satisfied
Awesome  course  if  you  get  ___  as  a  preceptor,Satisfied
I  would  recommend  this  course  if  you  a  physics  student  who  thinks  you  want  to  do  biophysics  -  or  for  any  ___  concentrator  .,Satisfied
I  would  recommend  this  course  if  you  a  physics  student  who  thinks  you  want  to  do  biophysics  -  or  for  any  ___  concentrator  .,Satisfied
I  would  recommend  this  course  if  you  a  physics  student  who  thinks  you  want  to  do  biophysics  -  or  for  any  ___  concentrator  .,Satisfied
Requires  a  large  time  commitment  -  but  very  doable  -  due  to  the  amount  of  help  that  is  offered  .,Neither Satisfied Nor Dissatisfied
Requires  a  large  time  commitment  -  but  very  doable  -  due  to  the  amount  of  help  that  is  offered  .,Neither Satisfied Nor Dissatisfied
Requires  a  large  time  commitment  -  but  very  doable  -  due  to  the  amount  of  help  that  is  offered  .,Satisfied
I  would  recommend  this  course  to  anyone  willing  to  have  a  better  understanding  of  computers  and  how  they  work  .  It  is  a  fun  class  .,Satisfied
I  would  recommend  this  course  to  anyone  willing  to  have  a  better  understanding  of  computers  and  how  they  work  .  It  is  a  fun  class  .,Satisfied
I  would  recommend  this  course  to  anyone  willing  to  have  a  better  understanding  of  computers  and  how  they  work  .  It  is  a  fun  class  .,Satisfied
Be  aware  of  the  ___  AI  course  .  It  's  a  great  resource  .,Neither Satisfied Nor Dissatisfied
Be  aware  of  the  ___  AI  course  .  It  's  a  great  resource  .,Satisfied
Be  aware  of  the  ___  AI  course  .  It  's  a  great  resource  .,Dissatisfied
Set  aside  time  for  the  work  .  You  'll  learn  a  lot  but  things  take  a  while  .,Neither Satisfied Nor Dissatisfied
Set  aside  time  for  the  work  .  You  'll  learn  a  lot  but  things  take  a  while  .,Neither Satisfied Nor Dissatisfied
Set  aside  time  for  the  work  .  You  'll  learn  a  lot  but  things  take  a  while  .,Neither Satisfied Nor Dissatisfied
I  would  say  that  every  student  at  Princeton  should  take  this  course  .  It  is  so  fundamental  and  taught  very  well  .,Satisfied
I  would  say  that  every  student  at  Princeton  should  take  this  course  .  It  is  so  fundamental  and  taught  very  well  .,Satisfied
I  would  say  that  every  student  at  Princeton  should  take  this  course  .  It  is  so  fundamental  and  taught  very  well  .,Satisfied
Take  this  course  with  Professor  Arnold  !  He  is  amazing  and  i  actually  looked  forward  to  lecture  every  week  .  You  learn  a  lot  and  the  homework  really  prepares  you  for  the  tests  .,Satisfied
Take  this  course  with  Professor  Arnold  !  He  is  amazing  and  i  actually  looked  forward  to  lecture  every  week  .  You  learn  a  lot  and  the  homework  really  prepares  you  for  the  tests  .,Satisfied
Take  this  course  with  Professor  Arnold  !  He  is  amazing  and  i  actually  looked  forward  to  lecture  every  week  .  You  learn  a  lot  and  the  homework  really  prepares  you  for  the  tests  .,Satisfied
Be  careful,Neither Satisfied Nor Dissatisfied
Be  careful,Neither Satisfied Nor Dissatisfied
Be  careful,Neither Satisfied Nor Dissatisfied
I  would  suggest  taking  this  course  if  you  enjoy  the  subject  matter  .,Satisfied
I  would  suggest  taking  this  course  if  you  enjoy  the  subject  matter  .,Satisfied
I  would  suggest  taking  this  course  if  you  enjoy  the  subject  matter  .,Satisfied
Take  this  with  Craig  .  You  wo  n't  regret  it  .,Satisfied
Take  this  with  Craig  .  You  wo  n't  regret  it  .,Satisfied
Take  this  with  Craig  .  You  wo  n't  regret  it  .,Satisfied
Be  prepared  for  a  lot  of  work  -  and  hard  material  .,Dissatisfied
Be  prepared  for  a  lot  of  work  -  and  hard  material  .,Neither Satisfied Nor Dissatisfied
Be  prepared  for  a  lot  of  work  -  and  hard  material  .,Neither Satisfied Nor Dissatisfied
Shop  preceptors  while  you  can  !  !  !,Neither Satisfied Nor Dissatisfied
Shop  preceptors  while  you  can  !  !  !,Neither Satisfied Nor Dissatisfied
Shop  preceptors  while  you  can  !  !  !,Neither Satisfied Nor Dissatisfied
I  would  suggest  that  they  read  a  bit  about  java  beforehand  .,Neither Satisfied Nor Dissatisfied
I  would  suggest  that  they  read  a  bit  about  java  beforehand  .,Neither Satisfied Nor Dissatisfied
I  would  suggest  that  they  read  a  bit  about  java  beforehand  .,Neither Satisfied Nor Dissatisfied
Some  of  the  topics  could  be  rather  dry  -  but  I  feel  that  this  course  provided  a  good  introduction  to  programming  systems  .,Neither Satisfied Nor Dissatisfied
Some  of  the  topics  could  be  rather  dry  -  but  I  feel  that  this  course  provided  a  good  introduction  to  programming  systems  .,Neither Satisfied Nor Dissatisfied
Some  of  the  topics  could  be  rather  dry  -  but  I  feel  that  this  course  provided  a  good  introduction  to  programming  systems  .,Neither Satisfied Nor Dissatisfied
Be  prepared  for  a  lot  of  work  -  coursera  lectures  way  more  helpful  than  actual  lectures,Neither Satisfied Nor Dissatisfied
